accession_no,cik,ticker,filed_at_dt,abn_ret_3d,sentiment_label_3d
0001510964-20-000031,1510964,CVSI,2020-04-21,0.030541650300408785,1
0001514281-20-000025,1514281,MITT-PC,2020-03-23,2.2063611791029953,1
0001514281-20-000073,1514281,MITT-PC,2020-06-23,-0.0023652338357469382,0
0001514281-20-000138,1514281,MITT-PC,2020-11-06,0.008460271854228485,1
0001517175-20-000010,1517175,CHEF,2020-07-29,-0.023360847588478673,-1
0001517413-20-000194,1517413,FSLY,2020-08-27,-0.05118251608565039,-1
0001518715-20-000131,1518715,HMST,2020-06-29,-0.06625432001838516,-1
0001521951-20-000046,1521951,FBIZ,2020-07-24,0.01582881663315927,1
0001521951-20-000074,1521951,FBIZ,2020-11-18,0.031695261589151036,1
0001527541-20-000005,1527541,WHLRP,2020-01-28,0.029480192226868374,1
0001528396-20-000045,1528396,GWRE,2020-09-14,-0.010890866665113186,-1
0001529628-20-000083,1529628,SND,2020-05-06,0.04087910428279362,1
0001530950-20-000064,1530950,POST,2020-02-11,0.005910448455047623,0
0001530950-20-000137,1530950,POST,2020-05-07,0.007133364996954272,0
0001531152-20-000148,1531152,BJ,2020-08-20,-0.0018759107189525448,0
0001535527-20-000004,1535527,CRWD,2020-03-19,0.0641020884837209,1
0001537435-20-000045,1537435,TGEN,2020-05-15,0.031206609733474222,1
0001538716-20-000015,1538716,OPRT,2020-03-10,-0.03605995295195652,-1
0001544206-20-000078,1544206,CGBD,2020-10-08,-0.0255875723226634,-1
0001544227-20-000042,1544227,TPST,2020-09-24,0.03204620445758044,1
0001556727-20-000040,1556727,FNWB,2020-04-14,-0.0502242862839255,-1
0001560672-20-000041,1560672,EARN,2020-08-05,0.0018914254497808258,0
0001560672-20-000047,1560672,EARN,2020-09-10,0.04549781269850661,1
0001562151-20-000088,1562151,CWGL,2020-12-22,-0.0176542514225414,-1
0001564708-20-000040,1564708,NWS,2020-11-19,0.0053570136154332815,0
0001568100-20-000037,1568100,PD,2020-09-02,-0.06770586848605342,-1
0001570562-20-000132,1570562,EOLS,2020-12-16,-0.07798248901246208,-1
0001570585-20-000240,1570585,LBTYB,2020-08-03,-0.008837071203792402,-1
0001570585-20-000306,1570585,LBTYB,2020-10-29,-0.05305263139032834,-1
0001573516-20-000041,1573516,MUSA,2020-06-16,0.022823297188800717,1
0001573516-20-000048,1573516,MUSA,2020-07-21,-0.016985459743630527,-1
0001573516-20-000075,1573516,MUSA,2020-12-14,0.004307399782668142,0
0001574085-20-000004,1574085,BHR-PB,2020-02-26,0.019283283356585468,1
0001574085-20-000018,1574085,BHR-PB,2020-05-08,-0.22280161861531833,-1
0001574085-20-000048,1574085,BHR-PB,2020-09-03,0.048512099017597565,1
0001574085-20-000067,1574085,BHR-PB,2020-11-16,0.1008671703324453,1
0001579241-20-000010,1579241,ALLE,2020-02-18,0.015229987132928224,1
0001587732-20-000030,1587732,OGS,2020-04-01,-0.003547963619571881,0
0001589526-20-000096,1589526,BLBD,2020-12-14,0.01093122691890902,1
0001590750-20-000092,1590750,VRDN,2020-10-05,-0.0036365142887448965,0
0001590750-20-000118,1590750,VRDN,2020-12-04,0.14772876999644158,1
0001601046-20-000058,1601046,KEYS,2020-10-01,0.00819883433011892,1
0001601548-20-000107,1601548,VVX,2020-05-12,0.037988145504220805,1
0001601712-20-000134,1601712,SYF-PA,2020-04-21,0.016174550159399947,1
0001606498-20-000016,1606498,AVNS,2020-02-25,0.005958190800596119,0
0001609550-20-000009,1609550,INSP,2020-02-25,0.06839661333065838,1
0001609711-20-000134,1609711,GDDY,2020-09-11,-0.02213373837056687,-1
0001609711-20-000141,1609711,GDDY,2020-11-04,-0.08364670840749511,-1
0001614178-20-000166,1614178,YEXT,2020-06-10,0.062255071151894104,1
0001614178-20-000414,1614178,YEXT,2020-10-22,0.026286549799817704,1
0001616000-20-000050,1616000,XHR,2020-03-17,0.31517589469317586,1
0001616707-20-000147,1616707,W,2020-08-05,-0.0067976562574272315,0
0001616862-20-000066,1616862,AXTA,2020-08-25,-0.006622556873000729,0
0001616862-20-000075,1616862,AXTA,2020-10-21,-0.029038978992998343,-1
0001618732-20-000006,1618732,NTNX,2020-02-05,-0.02019735490859309,-1
0001618755-20-000009,1618755,RSTRF,2020-04-02,0.05478796184495893,1
0001618755-20-000016,1618755,RSTRF,2020-05-01,-0.024638852372773745,-1
0001618755-20-000041,1618755,RSTRF,2020-09-14,-0.007198264414885802,0
0001618756-20-000070,1618756,QSR,2020-10-27,-0.02982393307120934,-1
0001628369-20-000022,1628369,CWK,2020-05-07,-0.13620256835648847,-1
0001628369-20-000034,1628369,CWK,2020-08-06,0.05434702663539648,1
0001631569-20-000016,1631569,CHCT,2020-05-08,-0.04730188544727487,-1
0001632790-20-000042,1632790,ENR,2020-04-17,0.024344910914993245,1
0001634117-20-000023,1634117,BNED,2020-05-06,-0.009315793228828695,-1
0001635282-20-000019,1635282,RMNI,2020-04-16,0.054675363559849255,1
0001636422-20-000044,1636422,HCAT,2020-05-12,-0.043947200548482,-1
0001636422-20-000046,1636422,HCAT,2020-05-12,-0.043947200548482,-1
0001637207-20-000044,1637207,PLNT,2020-11-05,0.09465130456290471,1
0001637459-20-000070,1637459,KHC,2020-05-11,-0.0038896376086204887,0
0001644378-20-000013,1644378,RMR,2020-05-11,-0.034270620711165045,-1
0001645113-20-000154,1645113,NVCR,2020-10-29,-0.054281145131143016,-1
0001645590-20-000004,1645590,HPE,2020-02-13,0.00412787396767722,0
0001649744-20-000018,1649744,DLTH,2020-09-03,0.047975821892860315,1
0001650132-20-000039,1650132,FCPT,2020-04-14,-0.045439272976202094,-1
0001659166-20-000200,1659166,FTV,2020-11-10,0.01567248453647374,1
0001659617-20-000140,1659617,MBRX,2020-05-28,-0.04415414436075671,-1
0001659617-20-000197,1659617,MBRX,2020-08-12,-0.02403862078054908,-1
0001660134-20-000005,1660134,OKTA,2020-03-05,-0.011356361100012036,-1
0001664710-20-000035,1664710,KROS,2020-09-11,0.005844454868972004,0
0001664710-20-000042,1664710,KROS,2020-10-28,-0.1506886848110811,-1
0001664710-20-000062,1664710,KROS,2020-12-21,0.024960104805261674,1
0001666071-20-000268,1666071,CDLX,2020-09-30,0.02487319330270965,1
0001670541-20-000024,1670541,ADNT,2020-05-05,0.10774635534257726,1
0001670541-20-000058,1670541,ADNT,2020-08-06,0.14426680430140526,1
0001672909-20-000042,1672909,CPHC,2020-11-19,-0.06126028571381159,-1
0001673985-20-000087,1673985,ASIX,2020-06-23,0.06851561932062511,1
0001680132-20-000026,1680132,CSUI,2020-11-23,-0.021142914439917226,-1
0001687229-20-000031,1687229,INVH,2020-10-07,-0.05203059414352318,-1
0001688568-20-000029,1688568,DXC,2020-05-28,0.2303521210418331,1
0001688568-20-000091,1688568,DXC,2020-11-05,0.14267042870629543,1
0001691303-20-000012,1691303,HCC,2020-02-19,0.040879314779517895,1
0001692427-20-000004,1692427,NCSM,2020-02-27,0.29825623659067224,1
0001692981-20-000005,1692981,DIAH,2020-02-05,-0.0035776323004834687,0
0001694028-20-000002,1694028,LBRT,2020-02-06,-0.019414433443177836,-1
0001697884-20-000029,1697884,VSBC,2020-12-01,0.09466238971081498,1
0001698991-20-000008,1698991,ACEL,2020-03-16,-0.18593872378167486,-1
0001701541-20-000008,1701541,BDTX,2020-03-24,-0.14571728910733872,-1
0001702744-20-000050,1702744,SMPL,2020-06-19,0.06470050358201129,1
0001702744-20-000096,1702744,SMPL,2020-10-26,-0.03554280240422569,-1
0001705873-20-000034,1705873,BRY,2020-06-26,-0.01884131383901755,-1
0001706946-20-000043,1706946,SPCE,2020-11-05,0.1349021351164721,1
0001709164-20-000010,1709164,HBB,2020-02-26,-0.04560626973269022,-1
0001709164-20-000014,1709164,HBB,2020-05-11,0.030229286304994996,1
0001709164-20-000042,1709164,HBB,2020-08-05,0.06992092104809311,1
0001709164-20-000050,1709164,HBB,2020-11-09,-0.04283685307668583,-1
0001711269-20-000062,1711269,EVRG,2020-11-05,0.023046857776895857,1
0001713683-20-000188,1713683,ZS,2020-12-02,-0.015131354670505304,-1
0001718227-20-000051,1718227,ROAD,2020-06-04,-0.07881338093689039,-1
0001728951-20-000004,1728951,EPRT,2020-08-05,0.04980664037983962,1
0001733998-20-000029,1733998,NWN,2020-05-15,0.004866137747262522,0
0001737287-20-000055,1737287,ALLO,2020-11-04,-0.030798377049144454,-1
0001747068-20-000051,1747068,MCBS,2020-10-23,0.016189699596567797,1
0001748773-20-000003,1748773,RTLR,2020-02-18,0.0018153910335043655,0
0001748773-20-000037,1748773,RTLR,2020-08-05,0.06533789064317697,1
0001766502-20-000024,1766502,CHWY,2020-09-23,-0.02719439026821635,-1
0001772695-20-000013,1772695,NOVA,2020-02-24,0.01994512335884513,1
0001772695-20-000067,1772695,NOVA,2020-05-20,0.03734301954314234,1
0001773383-20-000104,1773383,DT,2020-08-27,0.058776460025473654,1
0001778784-20-000027,1778784,PVBC,2020-10-23,0.023247504549868236,1
0001794515-20-000030,1794515,ZI,2020-11-09,0.042192067403844735,1
0001794783-20-000033,1794783,SLQT,2020-12-02,0.037865674868230004,1
0001806201-20-000004,1806201,LPRO,2020-11-10,0.015955871863060356,1
0000002488-21-000002,2488,AMD,2021-01-06,0.002785245725230867,0
0000003570-21-000116,3570,LNG,2021-12-22,-0.01904464546191864,-1
0000004127-21-000060,4127,SWKS,2021-12-17,-0.011123891242642348,-1
0000004962-21-000038,4962,AXP,2021-07-15,0.007418596426979507,0
0000006951-21-000005,6951,AMAT,2021-02-18,0.025202086263591772,1
0000008670-21-000003,8670,ADP,2021-01-27,-0.0005038423928120928,0
0000008947-21-000020,8947,AZZ,2021-01-14,-0.0014031093675803685,0
0000008947-21-000151,8947,AZZ,2021-07-13,0.0004683836981445033,0
0000009389-21-000047,9389,BALL,2021-02-04,-0.00011286038989699598,0
0000017313-21-000068,17313,CSWC,2021-05-25,0.02438436504989827,1
0000020286-21-000054,20286,CINF,2021-08-09,0.0011791635884137452,0
0000023194-21-000006,23194,CRK,2021-02-16,-0.03483369580613094,-1
0000023194-21-000017,23194,CRK,2021-02-18,-0.03699794660827205,-1
0000023194-21-000030,23194,CRK,2021-03-04,0.03401912679641539,1
0000026172-21-000014,26172,CMI,2021-02-11,0.0014351308778175476,0
0000026324-21-000020,26324,CW,2021-09-16,0.006722640253903234,0
0000027419-21-000031,27419,TGT,2021-11-17,-0.008444900379128373,-1
0000028917-21-000241,28917,DDT,2021-11-12,-0.002030505698000784,0
0000029332-21-000035,29332,DXYN,2021-04-19,-0.01703604068379494,-1
0000034067-21-000060,34067,BOOM,2021-04-22,0.04187989419941185,1
0000034067-21-000065,34067,BOOM,2021-05-14,-0.05081477064971851,-1
0000035527-21-000123,35527,FITBP,2021-03-31,-0.007908752186693402,0
0000035527-21-000239,35527,FITBP,2021-09-28,0.013156782409563417,1
0000037472-21-000043,37472,FLXS,2021-12-22,0.01883902919698288,1
0000043920-21-000064,43920,GEF-B,2021-11-02,0.02561097174770688,1
0000046080-21-000049,46080,HAS,2021-04-27,0.01861710469604838,1
0000046765-21-000011,46765,HP,2021-03-03,0.0940988222799981,1
0000049071-21-000019,49071,HUM,2021-01-08,-0.06475878092903642,-1
0000052988-21-000048,52988,J,2021-09-15,-0.02526116679868584,-1
0000052988-21-000063,52988,J,2021-11-23,-0.01107704189515979,-1
0000055242-21-000009,55242,KMT,2021-02-01,-0.018885151231422537,-1
0000055785-21-000034,55785,KMB,2021-04-23,0.01047073619601857,1
0000056978-21-000135,56978,KLIC,2021-10-19,0.04351139501627732,1
0000057131-21-000008,57131,LZB,2021-01-28,-0.04128458229275167,-1
0000057131-21-000098,57131,LZB,2021-08-17,0.02259224795618775,1
0000057515-21-000008,57515,LANC,2021-05-04,0.010364326308925031,1
0000063296-21-000071,63296,MATW,2021-08-05,0.013584367099295891,1
0000065984-21-000170,65984,ETR,2021-04-27,0.022597640865293034,1
0000065984-21-000251,65984,ETR,2021-08-31,0.0006309175118309751,0
0000066382-21-000082,66382,MLKN,2021-10-29,0.005589326943030493,0
0000067215-21-000022,67215,DY,2021-05-26,0.02065859485800825,1
0000068505-21-000019,68505,MSI,2021-08-05,-0.007322784187273612,0
0000070502-21-000048,70502,NRUC,2021-05-03,-0.013319428849078108,-1
0000070502-21-000052,70502,NRUC,2021-05-25,0.0011957673181539619,0
0000072633-21-000017,72633,NRT,2021-08-02,0.0024120114588597197,0
0000072903-21-000039,72903,XEL,2021-06-25,-0.007283297009167855,0
0000072903-21-000079,72903,XEL,2021-10-28,-0.028859541075968664,-1
0000073088-21-000034,73088,NWE,2021-02-17,0.030154054082738968,1
0000073088-21-000147,73088,NWE,2021-12-20,-0.007235692157989915,0
0000073756-21-000051,73756,OII,2021-05-10,0.03709344387225921,1
0000074046-21-000119,74046,ODC,2021-12-17,0.025898071098838793,1
0000076282-21-000010,76282,PKOH,2021-03-02,0.04617566569176623,1
0000076605-21-000055,76605,PATK,2021-02-24,-0.0091995602645909,-1
0000077476-21-000009,77476,PEP,2021-02-11,0.016506269165133758,1
0000077543-21-000089,77543,TPC,2021-11-03,0.11067814818478161,1
0000078239-21-000081,78239,PVH,2021-12-01,0.012562595155667378,1
0000080661-21-000040,80661,PGR,2021-06-16,0.028041312788640305,1
0000080661-21-000049,80661,PGR,2021-09-17,-0.027880405137717612,-1
0000088205-21-000033,88205,SPXC,2021-10-04,0.006642319587333745,0
0000091767-21-000074,91767,SON,2021-10-21,-0.025177124448655275,-1
0000092380-21-000140,92380,LUV,2021-07-22,0.02343453208360735,1
0000093410-21-000005,93410,CVX,2021-02-01,0.009452954420331894,1
0000093410-21-000043,93410,CVX,2021-10-29,-0.02329560448256751,-1
0000094845-21-000017,94845,LEVI,2021-04-08,0.06177376499027598,1
0000097216-21-000171,97216,TEX,2021-04-09,-0.010497012771234271,-1
0000097216-21-000273,97216,TEX,2021-10-28,0.03221254427774212,1
0000099780-21-000084,99780,TRN,2021-05-21,-0.024587400063956766,-1
0000100493-21-000044,100493,TSN,2021-02-17,0.01660976854387064,1
0000100885-21-000168,100885,UNP,2021-05-04,0.01682786564963168,1
0000101199-21-000010,101199,UFCS,2021-02-11,-0.018310089707122112,-1
0000103730-21-000073,103730,VSH,2021-11-15,-0.003983050742043193,0
0000104169-21-000013,104169,WMT,2021-02-05,-0.007165744584597844,0
0000104889-21-000032,104889,GHC,2021-05-10,-0.03140891623191078,-1
0000105418-21-000036,105418,WMK,2021-08-02,-0.005421020483712846,0
0000105634-21-000079,105634,EME,2021-04-29,0.024533223109087343,1
0000105770-21-000080,105770,WST,2021-10-28,0.007393663095026426,0
0000108385-21-000017,108385,WRLD,2021-01-26,-0.1606425020205815,-1
0000109177-21-000048,109177,SPB,2021-09-08,0.04885837571953533,1
0000200406-21-000030,200406,JNJ,2021-04-26,-0.0014321916063203544,0
0000275053-21-000035,275053,NATR,2021-11-04,0.009076325014252595,1
0000310522-21-000196,310522,FNMAP,2021-05-06,0.003879625126073427,0
0000350698-21-000085,350698,AN,2021-04-20,0.059536019259028405,1
0000350852-21-000050,350852,CTBI,2021-04-29,0.017161698848459306,1
0000354707-21-000040,354707,HE,2021-04-27,0.01277138917508469,1
0000354950-21-000169,354950,HD,2021-06-02,-0.009908544659059992,-1
0000355811-21-000015,355811,GNTX,2021-04-23,0.001914442999099819,0
0000356171-21-000004,356171,TCBK,2021-01-27,-0.01183267845167435,-1
0000357173-21-000005,357173,OSBC,2021-01-19,-0.022306660585316718,-1
0000701347-21-000037,701347,CPF,2021-10-27,-0.0030976536962992185,0
0000703604-21-000068,703604,DSGR,2021-05-13,0.10507926875801032,1
0000708955-21-000035,708955,FFBC,2021-05-27,0.0069970304901855185,0
0000709283-21-000042,709283,QMCO,2021-08-09,-0.050446222889918624,-1
0000711669-21-000067,711669,CBAN,2021-05-24,-0.0005366813812770488,0
0000712534-21-000145,712534,FRMEP,2021-04-22,0.003265127490941211,0
0000714395-21-000002,714395,GABC,2021-01-26,-0.011115224094792153,-1
0000715787-21-000019,715787,TILE,2021-05-18,0.011458628435741636,1
0000719135-21-000002,719135,APYX,2021-01-13,0.1266327724139127,1
0000719220-21-000045,719220,STBA,2021-04-30,0.0200304671825835,1
0000719220-21-000110,719220,STBA,2021-10-21,-0.03958703867367319,-1
0000723254-21-000018,723254,CTAS,2021-07-15,0.008093394712946456,1
0000723646-21-000025,723646,FRAF,2021-04-26,-0.0026387223443478103,0
0000724910-21-000003,724910,NVEC,2021-01-20,0.005913737006091102,0
0000726601-21-000003,726601,CCBG,2021-01-26,0.05402906887179704,1
0000726958-21-000094,726958,CASY,2021-07-27,0.00427625486829275,0
0000727273-21-000002,727273,CDZI,2021-03-26,0.01990507458778601,1
0000731012-21-000064,731012,HCSG,2021-07-21,-0.02116311099937418,-1
0000731766-21-000023,731766,UNH,2021-05-07,-0.0111663318523757,-1
0000731802-21-000009,731802,ATO,2021-02-02,0.0010180365421585957,0
0000745732-21-000055,745732,ROST,2021-11-18,0.023461300718866873,1
0000746838-21-000069,746838,UIS,2021-07-23,0.035226773794130084,1
0000750686-21-000109,750686,CAC,2021-04-29,0.00010471221988683777,0
0000750686-21-000167,750686,CAC,2021-06-17,0.019302884524393216,1
0000764180-21-000052,764180,MO,2021-03-30,-0.021134751074148417,-1
0000765207-21-000071,765207,FNLC,2021-09-30,0.007313683385736791,0
0000766421-21-000034,766421,ALK,2021-04-22,-0.00881140827836091,-1
0000776901-21-000269,776901,INDB,2021-11-10,-0.03558205549574356,-1
0000784199-21-000198,784199,AORT,2021-09-22,-0.008748785128890324,-1
0000791963-21-000026,791963,OPY,2021-07-30,-0.030085918518773624,-1
0000796343-21-000221,796343,ADBE,2021-10-22,-0.01844254665244638,-1
0000805928-21-000035,805928,AXGN,2021-02-22,0.050801921563150776,1
0000805928-21-000042,805928,AXGN,2021-02-26,-0.08396521114753652,-1
0000806592-21-000011,806592,SUWN,2021-10-04,-0.17421855760593496,-1
0000807863-21-000081,807863,MITK,2021-07-29,-0.02746389632150814,-1
0000811532-21-000113,811532,FUN,2021-11-03,-0.008364262732811989,-1
0000821026-21-000156,821026,ANDE,2021-08-03,0.026627132748846316,1
0000821483-21-000031,821483,PARR,2021-05-06,-0.031026308927948776,-1
0000821483-21-000041,821483,PARR,2021-05-07,-0.05268688422250589,-1
0000823277-21-000027,823277,CHSCO,2021-07-08,0.0006637637353157366,0
0000824410-21-000035,824410,SASR,2021-06-28,-0.022511336971905216,-1
0000825313-21-000035,825313,AB,2021-07-12,-0.0026245814090049002,0
0000826154-21-000144,826154,ORRF,2021-06-08,-0.007629378099395012,0
0000826675-21-000066,826675,DX-PC,2021-07-28,-0.0009051514631532864,0
0000827187-21-000055,827187,SNBR,2021-10-27,-0.044759669110482014,-1
0000829323-21-000002,829323,INUV,2021-02-04,0.26303526638163666,1
0000831259-21-000011,831259,FCX,2021-04-02,-0.032720723746944236,-1
0000831259-21-000031,831259,FCX,2021-09-01,-0.0473416775496468,-1
0000832101-21-000033,832101,IEX,2021-05-10,-0.0069737532206937125,0
0000833444-21-000050,833444,JCI,2021-12-10,0.0025991728497749556,0
0000842517-21-000008,842517,ISBA,2021-01-08,-0.025692577849236176,-1
0000849869-21-000090,849869,SLGN,2021-07-28,-0.00788247626270644,0
0000849869-21-000096,849869,SLGN,2021-09-20,-0.042682453767803774,-1
0000851310-21-000022,851310,HLIT,2021-05-03,0.012055324624790087,1
0000863110-21-000015,863110,ARTNB,2021-05-07,0.018128552367973283,1
0000864749-21-000118,864749,TRMB,2021-08-19,0.027685625377409373,1
0000866829-21-000013,866829,HLX,2021-05-24,0.08350256341235118,1
0000875357-21-000020,875357,BOKF,2021-04-05,-0.015248790764149645,-1
0000877212-21-000194,877212,ZBRA,2021-11-09,0.00763376738336996,0
0000877860-21-000006,877860,NHI,2021-01-27,0.012583368437073084,1
0000880266-21-000020,880266,AGCO,2021-04-23,-0.057362087378559634,-1
0000880266-21-000023,880266,AGCO,2021-04-29,0.04573661513969496,1
0000880266-21-000046,880266,AGCO,2021-10-28,-0.014438590636203896,-1
0000883984-21-000016,883984,ICUI,2021-05-14,0.007095505215738984,0
0000885508-21-000067,885508,STRS,2021-08-16,0.03965990442047984,1
0000885508-21-000077,885508,STRS,2021-10-20,0.00866727161091796,1
0000886206-21-000021,886206,FC,2021-06-16,0.006600191758971752,0
0000886346-21-000150,886346,KAI,2021-11-02,0.0015657835462896674,0
0000887343-21-000162,887343,COLB,2021-10-29,0.0033293693119405,0
0000889331-21-000045,889331,LFUS,2021-07-28,-0.007416442606218099,0
0000891482-21-000051,891482,FLL,2021-12-09,0.01793985792258257,1
0000894081-21-000165,894081,ATSG,2021-04-29,0.013886237557724224,1
0000894671-21-000002,894671,OVBC,2021-01-19,-0.008512813270083353,-1
0000895419-21-000131,895419,WOLF,2021-10-26,0.4249194506318481,1
0000895728-21-000020,895728,EBGEF,2021-05-07,0.017451130817806026,1
0000896878-21-000108,896878,INTU,2021-05-11,0.024164681803477306,1
0000898173-21-000048,898173,ORLY,2021-08-12,0.023256133054530226,1
0000899051-21-000016,899051,ALL-PI,2021-03-18,0.024782533110424554,1
0000906163-21-000075,906163,NVR,2021-07-21,0.0104663477237521,1
0000907254-21-000049,907254,BFS-PE,2021-05-10,-0.012060204188435342,-1
0000908255-21-000036,908255,BWA,2021-07-29,-0.04700831322617827,-1
0000908315-21-000004,908315,WINA,2021-01-27,0.015073257979894228,1
0000912093-21-000105,912093,VIAV,2021-06-16,-0.022261950754010496,-1
0000912463-21-000064,912463,GES,2021-08-27,0.004416960924551461,0
0000912593-21-000196,912593,SUI,2021-09-13,-0.026122563276326116,-1
0000912728-21-000065,912728,FWRD,2021-03-15,-0.013368946358343403,-1
0000913142-21-000003,913142,BDC,2021-01-19,0.00830163210867041,1
0000913142-21-000005,913142,BDC,2021-02-10,-0.017092686092262,-1
0000913341-21-000015,913341,CFFI,2021-04-22,0.007015074307171076,0
0000913341-21-000025,913341,CFFI,2021-05-19,-0.02741981799818538,-1
0000913760-21-000107,913760,SNEX,2021-06-22,-0.02967054484111875,-1
0000914208-21-000361,914208,IVZ,2021-04-13,0.0044243280763458515,0
0000915389-21-000032,915389,EMN,2021-05-12,-0.008038446414657674,-1
0000915389-21-000059,915389,EMN,2021-08-02,0.006371570245517155,0
0000915913-21-000038,915913,ALB,2021-03-01,-0.05668712933762288,-1
0000920148-21-000062,920148,LH,2021-09-28,-0.02783799748537852,-1
0000920427-21-000040,920427,UNTY,2021-08-26,-0.024303135877341564,-1
0000922621-21-000013,922621,ERIE,2021-04-22,-0.03918683094193409,-1
0000926326-21-000031,926326,OMCL,2021-11-02,-0.0001851827765613212,0
0000927628-21-000259,927628,COF-PN,2021-08-02,-0.010571513337827021,-1
0000927653-21-000071,927653,MCK,2021-08-18,-0.012484241887017467,-1
0000930420-21-000033,930420,KFRC,2021-02-08,-0.015802555160362886,-1
0000935703-21-000022,935703,DLTR,2021-05-13,-0.007999795242722874,0
0000935703-21-000027,935703,DLTR,2021-05-27,0.034062866124959235,1
0000936528-21-000098,936528,WAFDP,2021-10-28,-0.00040463436812188114,0
0000937556-21-000025,937556,MASI,2021-02-02,-0.010358988510039246,-1
0000940944-21-000053,940944,DRI,2021-09-23,-0.010081038334281534,-1
0000944809-21-000025,944809,OPK,2021-04-28,-0.025381475160590417,-1
0000945114-21-000061,945114,GIC,2021-11-02,0.04056344891897412,1
0000945841-21-000173,945841,POOL,2021-10-21,-0.00805126608144835,-1
0001003078-21-000060,1003078,MSM,2021-03-30,-0.009357981427631223,-1
0001004702-21-000100,1004702,OCFCP,2021-05-24,-0.007387063857416609,0
0001013237-21-000105,1013237,FDS,2021-08-24,0.005806291183357182,0
0001013237-21-000130,1013237,FDS,2021-10-04,0.000567600760839504,0
0001015328-21-000158,1015328,WTFCP,2021-09-14,0.03786102449973028,1
0001018399-21-000042,1018399,EBTC,2021-04-22,0.01276986258645163,1
0001018724-21-000022,1018724,AMZN,2021-09-20,0.0012286721326852934,0
0001020710-21-000040,1020710,DXPE,2021-04-22,-0.021808526480217805,-1
0001022408-21-000021,1022408,PLUS,2021-07-23,0.010657045220447303,1
0001028918-21-000126,1028918,PPBI,2021-04-30,0.049728665414403794,1
0001031235-21-000024,1031235,SELF,2021-07-06,0.03680442810619233,1
0001032220-21-000029,1032220,MMS,2021-03-04,0.003073849009335383,0
0001032975-21-000012,1032975,LOGI,2021-04-29,0.020654131715325486,1
0001035267-21-000011,1035267,ISRG,2021-01-21,0.04329947513541599,1
0001037646-21-000021,1037646,MTD,2021-05-10,0.022755045246217964,1
0001037976-21-000042,1037976,JLL,2021-08-25,0.00781344857360744,0
0001039684-21-000020,1039684,OKE,2021-03-03,-0.020302743432432102,-1
0001040161-21-000064,1040161,PXLW,2021-07-28,0.002428178691265659,0
0001041061-21-000018,1041061,YUM,2021-04-28,0.014983383875059486,1
0001041061-21-000038,1041061,YUM,2021-07-29,0.014527412948372342,1
0001041061-21-000048,1041061,YUM,2021-09-22,0.0021336954019065546,0
0001041588-21-000007,1041588,ACCR,2021-01-12,-0.05963103521273183,-1
0001041657-21-000056,1041657,UONEK,2021-06-28,0.05717719636381258,1
0001045810-21-000047,1045810,NVDA,2021-04-12,0.004265026345785072,0
0001048477-21-000004,1048477,BMRN,2021-02-25,-0.01955468802892124,-1
0001050797-21-000040,1050797,COLM,2021-06-04,0.008511371414958058,1
0001053507-21-000147,1053507,AMT,2021-09-29,-0.012104251000286559,-1
0001053706-21-000028,1053706,CRAI,2021-11-04,0.060845283737240186,1
0001056288-21-000021,1056288,FHI,2021-08-31,-0.045474175683919316,-1
0001056358-21-000103,1056358,MTEX,2021-11-22,-0.060811923270533086,-1
0001056903-21-000137,1056903,AWR,2021-11-29,0.023669092559402527,1
0001058290-21-000241,1058290,CTSH,2021-09-07,0.006652530492982978,0
0001060391-21-000006,1060391,RSG,2021-02-17,-0.021762541294340854,-1
0001060391-21-000022,1060391,RSG,2021-05-05,0.003931842590561008,0
0001060391-21-000043,1060391,RSG,2021-10-28,-0.028254283314422368,-1
0001060822-21-000002,1060822,CRI,2021-02-03,0.010266784422026332,1
0001062231-21-000025,1062231,AXL,2021-05-07,0.0026695383400234807,0
0001062822-21-000060,1062822,LXRX,2021-11-03,0.019011854342166234,1
0001064728-21-000028,1064728,BTU,2021-09-27,0.12407660014238231,1
0001069183-21-000008,1069183,AXON,2021-05-06,-0.03898068511169073,-1
0001069530-21-000006,1069530,SAVA,2021-02-08,-0.20478310150466328,-1
0001069530-21-000043,1069530,SAVA,2021-08-03,0.18280990178394285,1
0001070081-21-000015,1070081,PTCT,2021-05-04,-0.05343500155514125,-1
0001071236-21-000003,1071236,RRBI,2021-01-05,-0.022724097608480598,-1
0001071236-21-000009,1071236,RRBI,2021-01-29,-0.00923481965919204,-1
0001071236-21-000105,1071236,RRBI,2021-12-28,-0.0054207156068946105,0
0001071255-21-000079,1071255,GDEN,2021-08-06,-0.036294082304635156,-1
0001074902-21-000100,1074902,LCNB,2021-11-16,0.07303332266931506,1
0001075531-21-000063,1075531,BKNG,2021-12-30,0.01962810073549337,1
0001077428-21-000082,1077428,TCBIO,2021-05-14,0.0025307551566088327,0
0001081188-21-000020,1081188,GEGP,2021-11-12,-0.41089254680100584,-1
0001081188-21-000022,1081188,GEGP,2021-11-22,0.05517236010893278,1
0001084048-21-000044,1084048,ZD,2021-06-21,0.007912072634172151,0
0001084961-21-000069,1084961,ECPG,2021-06-14,-0.009565445246033533,-1
0001084991-21-000068,1084991,NGS,2021-06-22,-0.028241588529150152,-1
0001086222-21-000144,1086222,AKAM,2021-05-04,0.020066253126386435,1
0001091667-21-000029,1091667,CHTR,2021-02-03,-0.010651260755454084,-1
